,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b2038,rfbC,"dTDP-4-deoxyrhamnose-3,5-epimerase",-0.223435075,0.998758617,0.775323542,-0.523545005,15.07947141,14.5559264,-2.051655494,0.591518633,-1.460136861,-0.447632158,1.17985485,0.732222692
b2039,rfbA,glucose-1-phosphate thymidylyltransferase,-0.870326605,-0.871975446,-1.742302051,0.137470034,1.720477693,1.857947727,-0.784593958,1.088357128,0.30376317,1.260267647,-1.61668586,-0.356418213
b2040,rfbD,"dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",6.817491031,-3.861702891,2.95578814,0.626755375,-3.856779673,-3.230024298,-4.221999025,-0.69156623,-4.913565255,-4.164688304,-1.837517312,-6.002205616
b2041,rfbB,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",0.067816643,3.679375725,3.747192368,-1.388857413,0.638661564,-0.75019585,-3.091266023,2.143646864,-0.947619159,-2.913110799,0.369313615,-2.543797184
b2042,wcaN,putative regulatory subunit for GalU,18.62981122,-1.12370606,17.50610516,-5.492406861,-4.904300894,-10.39670775,2.816787416,-0.204367002,2.612420414,5.187994808,-5.426096469,-0.238101661
b2043,wcaM,colanic acid biosynthesis protein,2.672398935,5.849949148,8.522348083,7.33354446,7.67188016,15.00542462,-4.486291371,6.005531586,1.519240215,0.91474841,2.296898288,3.211646697
b2044,wcaL,putative glycosyl transferase,0.863201115,0.259557358,1.122758473,1.486394962,-1.300729996,0.185664967,-6.646664419,5.587428566,-1.059235853,0.571954911,0.263971267,0.835926179
b2045,wcaK,colanic acid biosynthesis protein,4.58228074,-0.989233524,3.593047217,-2.255146569,5.240178328,2.985031759,3.84643131,1.716295772,5.562727082,3.178888973,-2.276307294,0.90258168
b2046,wzxC,putative colanic acid exporter,-3.601100711,-0.461924248,-4.063024959,-0.74305799,-5.989418735,-6.732476725,-0.490835859,-0.275466894,-0.766302754,2.385236215,0.783624259,3.168860474
b2047,wcaJ,colanic biosynthesis UDP-glucose lipid carrier transferase,-0.513685411,-2.560062538,-3.073747949,5.042152587,-1.255989482,3.786163104,5.172440262,0.291775502,5.464215764,2.527458302,1.112431438,3.63988974
b2048,cpsG,phosphomannomutase,1.318271872,-0.342722287,0.975549585,-2.486211071,1.713303127,-0.772907944,3.670247774,2.619319688,6.289567462,0.047287953,-3.007959018,-2.960671065
b2049,cpsB,mannose-1-phosphate guanyltransferase,1.035455057,1.660899315,2.696354372,-1.528350866,-2.126645405,-3.654996272,2.393300815,1.980685088,4.373985903,1.799456703,-1.329703883,0.46975282
b2050,wcaI,putative glycosyl transferase,8.748300678,-0.743901556,8.004399122,5.018297418,-7.419233227,-2.400935809,5.153523396,0.725474203,5.878997598,0.680240567,1.641532559,2.321773126
b2051,wcaH,GDP-mannose mannosyl hydrolase,0.92671981,0.727426263,1.654146073,-3.020258517,-2.498716786,-5.518975303,-2.018975786,0.562440217,-1.456535569,0.011220327,4.096211866,4.107432193
b2052,wcaG,bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/ GDP-4-dehydro-6-L-deoxygalactose reductase,-4.17300533,-0.190471072,-4.363476401,-2.290091256,-0.88284411,-3.172935366,0.226389764,5.136853996,5.36324376,-3.623667744,3.883744758,0.260077014
b2053,gmd,"GDP-D-mannose dehydratase, NAD(P)-binding",-20.33295194,-2.177994406,-22.51094634,-4.203149503,-20.49443352,-24.69758302,1.368099925,-0.393702617,0.974397308,-4.618875579,-5.588652629,-10.20752821
b2054,wcaF,putative acyl transferase,-0.23149258,0.065105119,-0.166387461,3.055186772,-2.547677065,0.507509707,0.335185469,0.072715836,0.407901305,-3.080421659,-0.132652871,-3.21307453
b2055,wcaE,putative glycosyl transferase,-1.657183284,-0.268200527,-1.925383811,4.082174922,-4.210440951,-0.12826603,-0.323488207,-0.355223106,-0.678711313,-0.406756123,0.149462646,-0.257293477
b2056,wcaD,putative colanic acid polymerase,-0.70579252,-0.154550193,-0.860342713,-1.250734852,-0.431007769,-1.68174262,-0.052245804,0.60325623,0.551010427,0.320871652,0.485792373,0.806664024
b2057,wcaC,putative glycosyl transferase,3.284732618,-1.561836352,1.722896265,-2.336262663,-1.127602595,-3.463865257,0.012057107,0.156724097,0.168781204,0.807057624,0.205151784,1.012209408
b2058,wcaB,putative acyl transferase,0.671526019,-2.44335436,-1.771828341,-6.121190981,6.323721366,0.202530385,-0.013582109,1.1764472,1.162865091,1.339579004,2.02660651,3.366185514
b2059,wcaA,putative glycosyl transferase,-1.923058988,-1.648156325,-3.571215313,9.662166539,4.142547378,13.80471392,-2.793637555,3.452564537,0.658926982,-1.911731698,4.178042069,2.266310372
b2060,wzc,colanic acid production tyrosine-protein kinase; autokinase; Ugd phosphorylase,-5.465801628,-1.16729282,-6.633094448,3.412543068,1.545724873,4.95826794,7.462235823,-6.970930965,0.491304857,-1.855583338,9.820950098,7.96536676
b2061,wzb,colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase,-1.128180885,1.852834595,0.72465371,0.726509156,-0.877422445,-0.15091329,0.154625264,0.420863251,0.575488515,-2.426636923,1.253929092,-1.172707831
b2062,wza,colanic acid export protein; outer membrane auxillary lipoprotein,-3.988727917,2.153451697,-1.83527622,0.55447564,-2.035125625,-1.480649986,-0.461421855,1.616589975,1.15516812,-0.158820648,5.031424383,4.872603735
b2063,yegH,inner membrane protein,-7.067910278,-1.621922064,-8.689832342,-1.282987317,-4.748565303,-6.03155262,-10.81023552,3.866491959,-6.943743558,-3.142041703,-1.702202586,-4.844244289
b2064,asmA,suppressor of OmpF assembly mutants; putative outer membrane protein assembly factor; inner membrane-anchored periplasmic protein,-7.23506409,-3.401132224,-10.63619631,-2.07330068,-2.275976414,-4.349277094,-0.82112298,-2.635401793,-3.456524773,-0.86660954,7.66969924,6.8030897
b2065,dcd,2'-deoxycytidine 5'-triphosphate deaminase,-2.586050248,-0.980587425,-3.566637673,3.949093345,-5.636880538,-1.687787193,5.360709395,-3.95702301,1.403686385,6.922094913,4.413605845,11.33570076
b2066,udk,uridine/cytidine kinase,3.875612905,1.679683729,5.555296633,-0.832064894,1.315580611,0.483515717,1.915822332,-4.53209667,-2.616274338,-0.006518422,2.040535005,2.034016584
b2067,yegE,putative diguanylate cyclase,-3.918666168,-7.810236562,-11.72890273,1.413414347,-6.03260588,-4.619191533,21.1798933,-13.91845605,7.26143725,22.05119708,-7.677361398,14.37383568
b2068,alkA,3-methyl-adenine DNA glycosylase II,2.553957052,-4.15601439,-1.602057338,2.032733797,-2.239369108,-0.206635311,5.675022192,-1.993171949,3.681850243,1.028943981,-2.106022398,-1.077078417
b2069,yegD,Hsp70 chaperone family protein,14.18714583,-8.61351645,5.573629377,13.40432603,5.638377945,19.04270397,10.49351917,1.94884005,12.44235922,1.48117739,21.59742735,23.07860474
b2070,yegI,protein kinase-related putative non-specific DNA-binding protein,4.33091435,-5.687566475,-1.356652125,-16.512787,4.455348228,-12.05743877,-37.54688184,4.14217967,-33.40470217,-26.19423378,-8.793875238,-34.98810902
b2071,yegJ,uncharacterized protein,-0.518262628,0.529594751,0.011332123,-0.271818823,0.223573685,-0.048245138,-0.088296093,0.389618281,0.301322188,0.444433865,-0.201377322,0.243056543
b2072,yegK,ser/thr phosphatase-related protein,1.612675551,-1.842238516,-0.229562965,0.873942694,0.782446856,1.65638955,-1.387215978,-1.058845993,-2.446061971,-2.959102664,2.743567649,-0.215535014
b2073,yegL,VMA domain protein,1.515378543,-0.023488413,1.49189013,-1.513052899,-0.091706542,-1.604759442,-2.458751731,1.64021758,-0.81853415,0.509676605,-1.090690988,-0.581014382
b4436,sibA,-,5.359265312,3.873976954,9.233242266,20.536751,50.4060942,70.9428452,1.172698079,7.830683009,9.003381088,3.657340776,1.019380547,4.676721323
b4667,ibsA,toxic membrane protein,-15.24663152,-8.253225145,-23.49985667,-100.2560857,-77.05591725,-177.312003,17.30835974,-11.28207478,6.02628496,4.262683925,-18.07557624,-13.81289232
b4437,sibB,-,3.74365933,-5.408062131,-1.664402801,16.91386445,21.09260778,38.00647223,5.174423346,-0.533665926,4.64075742,1.618179499,2.295423738,3.913603237
b4668,ibsB,toxic membrane protein,7.47085808,60.4351191,67.90597718,57.71802767,-122.8306927,-65.11266506,4.486959985,39.54632714,44.03328712,-9.22233775,-9.959132202,-19.18146995
b2074,mdtA,"multidrug efflux system, subunit A",6.832959221,-0.213795891,6.61916333,2.143088747,-1.173137377,0.969951369,3.613073915,12.92515678,16.5382307,0.48930364,5.249225545,5.738529185
b2075,mdtB,"multidrug efflux system, subunit B",4.153068043,-5.383794578,-1.230726535,-9.811281837,1.505487775,-8.305794062,-33.04619433,5.184260323,-27.86193401,2.626087645,29.0558789,31.68196655
b2076,mdtC,"multidrug efflux system, subunit C",8.095887453,-0.230626085,7.865261368,8.915364851,-3.286815863,5.628548988,-26.98144265,2.902203897,-24.07923875,-13.84373195,19.00493074,5.161198798
b2077,mdtD,putative arabinose efflux transporter,-4.532959943,0.389889423,-4.14307052,0.351258021,2.69387867,3.045136691,6.802313175,1.908964435,8.71127761,3.228710598,3.105751878,6.334462476
b2078,baeS,sensory histidine kinase in two-component regulatory system with BaeR,-2.798372775,-2.54366223,-5.342035005,-4.933160685,1.785399283,-3.147761403,5.460310613,-0.51531677,4.944993843,3.983873935,-0.062840052,3.921033883
b2079,baeR,response regulator in two-component regulatory system with BaeS,-0.287738402,1.798160932,1.51042253,2.031339414,0.429991127,2.461330541,2.813193028,-1.809747235,1.003445793,3.603366958,-2.508608113,1.094758846
b2080,yegP,UPF0339 family protein,5.081588736,0.406850199,5.488438936,1.513720707,-2.882040361,-1.368319655,1.75923561,-1.121007266,0.638228344,0.239900685,0.427317483,0.667218168
b2081,yegQ,putative peptidase,-47.52879464,-15.62863742,-63.15743206,7.61044287,-11.95505409,-4.344611215,25.30592362,-10.85129447,14.45462915,25.76675605,-17.40750693,8.35924912
b4438,cyaR,-,-0.239747363,-0.485638052,-0.725385415,0.661447055,-0.649523496,0.011923558,-0.971550699,-0.154936004,-1.126486703,-0.263772154,-0.220416853,-0.484189007
b2082,ogrK,positive regulator of P2 growth (insertion of P2 ogr gene into the chromosome),0.257149336,-0.001501032,0.255648304,0,0.30870402,0.30870402,-3.692823115,0.760750529,-2.932072586,-3.224197518,2.568952199,-0.655245319
b2085,yegR,uncharacterized protein,0,0.755083156,0.755083156,0,0.307059507,0.307059507,-0.188808085,-0.193284315,-0.3820924,-0.022062115,-0.334378776,-0.356440891
b2086,yegS,"phosphatidylglycerol kinase, metal-dependent",5.691130256,0.114928491,5.806058747,2.439234013,2.866284211,5.305518224,-7.381388149,4.229201274,-3.152186875,-5.981609376,-4.425796882,-10.40740626
b2088,insE1,IS3 transposase A,1.975137707,3.039007296,5.014145003,-1.510532683,9.064817951,7.554285269,-4.097730587,4.192043965,0.094313379,-0.864864667,4.895475537,4.03061087
b2089,insF1,IS3 transposase B,4.63011752,-9.628666063,-4.998548543,1.26247297,41.12499109,42.38746406,2.707902583,-8.347556948,-5.639654365,7.547737168,25.85983684,33.40757401
b2091,gatD,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",6.997473913,2.686735675,9.684209588,-0.292291834,7.992904955,7.700613121,-6.068347362,-1.763087457,-7.831434818,-14.65929492,4.294048937,-10.36524599
b2093,gatB,galactitol-specific enzyme IIB component of PTS,-0.219979289,0.02887675,-0.191102539,-3.810521193,0.30870402,-3.501817174,0.188946377,0.001216689,0.190163066,0.31484563,-0.13047924,0.18436639
b2094,gatA,galactitol-specific enzyme IIA component of PTS,-0.693144962,0.560111837,-0.133033126,-4.558196338,-0.437695075,-4.995891413,0,0.382729341,0.382729341,0.313463381,-0.088420463,0.225042918
b2095,gatZ,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",-3.937233046,-0.714967779,-4.652200825,-19.73794631,-1.57086845,-21.30881476,1.291472973,2.328786722,3.620259695,-1.06553557,-1.264251885,-2.329787454
b2096,gatY,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",-5.083707164,0.500737767,-4.582969397,-49.45660165,-10.67322228,-60.12982392,0.121776664,1.259207738,1.380984402,2.031452715,-3.464555115,-1.4331024
b2097,fbaB,fructose-bisphosphate aldolase class I,-7.193101224,3.544457144,-3.64864408,-4.20879858,-3.085315218,-7.294113798,-3.355843366,-2.714272739,-6.070116105,5.113528458,-7.503551708,-2.39002325
b2098,yegT,"nucleoside transporter, low affinity",0.008719434,0.391784886,0.400504321,0.892971264,0.31486729,1.207838554,-3.279938892,5.335291938,2.055353046,1.51321016,-1.658945604,-0.145735444
b2099,yegU,ADP-ribosylglycohydrolase family protein,1.150696957,0.874529813,2.02522677,-2.109840854,7.724815076,5.614974222,-7.328873582,7.81523618,0.486362597,-3.601802921,22.36401388,18.76221096
b2100,yegV,putative kinase,-36.44866147,0.385568832,-36.06309264,-8.234459525,23.69848853,15.464029,-14.99916069,8.768877952,-6.230282738,18.4858386,32.48910824,50.97494684
b2101,yegW,putative DNA-binding transcriptional regulator,-1.935594459,-0.327903528,-2.263497986,-1.994914549,0.627714958,-1.367199591,-2.868107412,-0.774109256,-3.642216668,-2.045174447,0.520037439,-1.525137009
b2102,yegX,putative family 25 glycosyl hydrolase,0.137999737,-1.431244628,-1.293244892,0.92523955,0.560190844,1.485430394,-2.228190629,-1.650457994,-3.878648623,-2.81991625,2.598019764,-0.221896486
b2103,thiD,bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase,-0.372140978,9.80987976,9.437738782,42.97282181,14.40982885,57.38265067,5.500199955,-9.15002163,-3.649821675,-1.391395693,6.405626153,5.01423046
b2104,thiM,hydoxyethylthiazole kinase,0.715379323,-1.432564127,-0.717184803,-1.233716595,13.55556636,12.32184977,-0.734149084,1.570139481,0.835990397,0.687250925,2.84929718,3.536548105
b2105,rcnR,transcriptional repressor of rcnA,0.806630142,-0.525547703,0.28108244,-0.746831437,0.258593933,-0.488237504,0.59933882,-0.461586005,0.137752816,-0.576210221,-0.044919511,-0.621129732
b2106,rcnA,membrane protein conferring nickel and cobalt resistance,5.142282327,-3.222959119,1.919323208,-1.367989952,1.278794353,-0.089195599,2.15791753,-4.162075733,-2.004158203,1.086447892,-0.043437586,1.043010306
b2107,rcnB,periplasmic modulator of Ni and Co efflux,-0.155548454,0.798770518,0.643222064,0.527987733,-2.647100048,-2.119112315,-0.539323985,0,-0.539323985,0.765636625,-0.745929628,0.019706997
b2108,yehA,putative fimbrial-like adhesin protein,6.261184523,-2.308912541,3.952271983,0.124811959,13.88412983,14.00894179,-1.149819085,1.034633366,-0.115185719,2.361379265,14.80056526,17.16194452
b2109,yehB,putative outer membrane protein,1.592760702,3.940879344,5.533640045,-1.504167353,1.421554668,-0.082612685,1.058165566,2.201399355,3.259564921,-2.385470268,2.131657407,-0.253812861
b2110,yehC,putative periplasmic pilin chaperone,0.174547665,0.329053596,0.503601261,0,0.307059507,0.307059507,-0.354194061,1.495100698,1.140906637,0.007981148,0.006837069,0.014818217
b2111,yehD,putative fimbrial-like adhesin protein,0.261440564,0.51834572,0.779786284,0.565542342,0.35563618,0.921178522,-0.354194061,0.350979659,-0.003214402,-0.169548173,0.760483197,0.590935023
b2112,yehE,DUF2574 family protein,0.152542453,0.083097537,0.23563999,2.033633099,0.01767947,2.051312568,-0.896374904,-0.690883519,-1.587258422,-0.991589705,-2.695481249,-3.687070954
b2113,mrp,antiporter inner membrane protein,0.018939232,-5.57137154,-5.552432308,12.43156497,0.461374588,12.89293956,-0.702531318,-4.888359927,-5.590891245,4.517681633,-0.688972503,3.82870913
b2114,metG,methionyl-tRNA synthetase,-6.028150613,0.32775082,-5.700399793,10.08017921,-14.15980466,-4.079625445,7.913396118,5.246255268,13.15965139,7.635389613,-0.564695793,7.07069382
b2118,yehI,DUF4132 domain-containing protein,12.9683644,15.12318222,28.09154662,-11.8008916,25.15190503,13.35101343,-9.759140983,-1.22991537,-10.98905635,10.47861836,10.22705698,20.70567533
b4541,yehK,uncharacterized protein,0.74969896,-0.978708013,-0.229009053,0,1.836017981,1.836017981,-0.596840019,0.157581496,-0.439258523,-0.61668145,-0.234456351,-0.851137801
b2119,yehL,putative ABC superfamily transporter ATP-binding subunit,1.231272358,0.650974987,1.882247344,3.678382237,-2.642608582,1.035773655,0.870729726,3.895178081,4.765907807,-0.701410765,1.689026001,0.987615236
b2120,yehM,uncharacterized protein,-0.50920849,1.502225725,0.993017235,-6.010265405,3.7889016,-2.221363805,0.692257263,3.112761798,3.80501906,7.5659135,13.31861996,20.88453346
b2121,yehP,VMA domain putative YehL ATPase stimulator,-2.749352311,4.976618517,2.227266206,-1.66140866,-1.490087687,-3.151496347,-0.003270719,4.25455356,4.251282841,-2.699384849,2.953321933,0.253937084
b2123,yehR,"lipoprotein, DUF1307 family",-6.039425826,-2.544294718,-8.583720543,-0.721397318,4.984711176,4.263313858,-13.42028034,-1.083850562,-14.5041309,10.33603207,-11.41699163,-1.080959554
b2124,yehS,DUF1456 family protein,-1.040330279,-0.775647926,-1.815978205,-1.339463863,-0.797135171,-2.136599034,-2.427202791,-0.344256379,-2.77145917,0.451769782,-1.241847277,-0.790077496
b2125,yehT,putative response regulator in two-component system withYehU,-1.451489271,0.360093804,-1.091395467,-0.063979943,-0.454821806,-0.518801749,1.615791591,-0.460272982,1.155518609,0.711242339,-1.373366583,-0.662124244
b2126,yehU,inner membrane putative sensory kinase in two-component system with YehT,2.632079245,4.739670379,7.371749624,4.117369449,-6.10184993,-1.984480481,-0.855907944,4.968340713,4.112432768,-1.445701357,5.600370627,4.15466927
b2127,mlrA,transcriptional activator of csgD and csgBA,19.72545528,-12.38969529,7.335759993,14.04094981,-10.75896179,3.281988015,21.91966507,-13.86925853,8.05040654,10.46895556,35.20051551,45.66947107
b4542,yohO,putative membrane protein,3.33794907,-3.029295229,0.308653841,-1.903254345,-18.39298329,-20.29623763,9.505878092,-3.980581287,5.525296805,3.305949726,2.54656996,5.852519686
b2128,yehW,inner membrane putative ABC superfamily transporter permease,27.08689937,22.92158005,50.00847942,81.74208933,285.7871008,367.5291902,-37.19320282,27.26215451,-9.931048307,-19.26011079,118.5535285,99.29341767
b2129,yehX,putative ABC superfamily transporter ATP-binding subunit,0.77543468,3.245646605,4.021081285,1.087489162,7.639156528,8.726645689,-0.524491347,4.277217293,3.752725946,-3.011377854,18.30617293,15.29479508
b2130,yehY,inner membrane putative ABC superfamily transporter permease,1.48938617,4.15447086,5.64385703,5.926832653,5.060267952,10.98710061,1.962499645,6.245490693,8.207990338,0.745285655,10.30283539,11.04812104
b2131,osmF,putative ABC superfamily transporter periplasmic-binding protein,4.584711606,0.898536875,5.483248481,1.862383301,2.807970209,4.67035351,3.464421716,0.50727677,3.971698487,3.276103157,6.610459548,9.886562705
b2132,bglX,"beta-D-glucoside glucohydrolase, periplasmic",10.32487796,14.34560574,24.6704837,29.01525311,-1.776276368,27.23897675,-59.57046289,13.73854183,-45.83192106,-15.54199307,12.70524042,-2.836752643
b2133,dld,"D-lactate dehydrogenase, FAD-binding, NADH independent",-8.189664693,-9.148334525,-17.33799922,3.26437392,-6.96492884,-3.70055492,3.364277,1.167963095,4.532240095,-8.458226498,4.398187673,-4.060038825
